date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,16666,1.7
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,55556,5.66
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,miscellaneous food,Salt,185,KG,actual,Retail,SLL,2500,0.25
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,14516,1.48
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,9615,0.98
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,3182,0.32
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,4545,0.46
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.73
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,10000,1.02
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,83333,8.48
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,55556,5.66
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,66667,6.79
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,9677,0.99
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,14516,1.48
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,7692,0.78
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.39
2020-10-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,3409,0.35
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Maize,51,KG,actual,Retail,SLL,5357,0.55
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,66667,6.79
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,25000,2.54
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,55556,5.66
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,17742,1.81
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,9615,0.98
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.73
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,48889,4.98
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,Salt,185,KG,actual,Retail,SLL,3750,0.38
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,11290,1.15
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,7692,0.78
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,2273,0.23
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Maize,51,KG,actual,Retail,SLL,5357,0.55
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,51111,5.2
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,14516,1.48
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,7692,0.78
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.39
2020-10-15,Northern,Tonkolili,Tonkolili,1777,8.98,-11.79,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,2273,0.23
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,60000,6.11
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,66667,6.79
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,11290,1.15
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,17742,1.81
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,7692,0.78
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.39
2020-10-15,Southern,Bonthe,Bo,341,7.54,-12.26,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,1042,0.11
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,40000,4.07
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,60000,6.11
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,50000,5.09
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,9677,0.99
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,11538,1.17
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-10-15,Southern,Bonthe,Bonthe,1774,7.53,-12.5,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.73
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,33333,3.39
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,55556,5.66
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,miscellaneous food,Salt,185,KG,actual,Retail,SLL,3750,0.38
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,9615,0.98
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,1429,0.15
2020-10-15,Southern,Moyamba,Moyamba,1775,8.16,-12.44,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.73
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Fish (herring),474,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,55556,5.66
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,50000,5.09
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,Salt,185,KG,actual,Retail,SLL,3750,0.38
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,pulses and nuts,Pigeon peas,155,KG,actual,Retail,SLL,9615,0.98
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,vegetables and fruits,Okra (fresh),523,KG,actual,Retail,SLL,16666,1.7
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,18637,1.9
2020-10-15,Southern,Pujehun,Pujehun,350,7.36,-11.72,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,3182,0.32
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,3409,0.35
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,10000,1.02
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Fish (bonga),152,KG,actual,Retail,SLL,50000,5.09
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,60000,6.11
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,SLL,58333,5.94
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,miscellaneous food,Salt,185,KG,actual,Retail,SLL,2500,0.25
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,8333,0.85
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,11290,1.15
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Beans (fava),104,KG,actual,Retail,SLL,11538,1.17
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,pulses and nuts,Cowpeas,218,KG,actual,Retail,SLL,9259,0.94
2020-10-15,Western Area,Western Urban,Freetown,1772,8.47,-13.23,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,5714,0.58
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,3409,0.34
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,61111,6.17
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.01
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,11290,1.14
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,17742,1.79
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,18182,1.84
2020-11-15,Eastern,Kailahun,Kailahun,344,8.28,-10.57,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,3409,0.34
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Maize,51,KG,actual,Retail,SLL,5357,0.54
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.01
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,oil and fats,Oil (palm),62,KG,actual,Retail,SLL,9677,0.98
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.38
2020-11-15,Eastern,Kenema,Kenema,342,7.88,-11.19,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,1042,0.11
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.72
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,miscellaneous food,Salt,185,KG,actual,Retail,SLL,3750,0.38
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.01
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,16129,1.63
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,1429,0.14
2020-11-15,Eastern,Kono,Kono,1788,8.65,-10.98,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,1042,0.11
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Maize,51,KG,actual,Retail,SLL,5357,0.54
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,61111,6.17
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,17742,1.79
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-11-15,North Western,Kambia,Kambia,1789,9.12,-12.92,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,3182,0.32
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,4545,0.46
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,60000,6.06
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,17742,1.79
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.38
2020-11-15,North Western,Port Loko,Port Loko,345,8.77,-12.78,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Maize,51,KG,actual,Retail,SLL,5357,0.54
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,cereals and tubers,Rice (local),71,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,miscellaneous food,Salt,185,KG,actual,Retail,SLL,3750,0.38
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,miscellaneous food,Sugar,97,KG,actual,Retail,SLL,10000,1.01
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,oil and fats,Oil (vegetable),96,KG,actual,Retail,SLL,19355,1.95
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Cassava leaves,455,KG,actual,Retail,SLL,2857,0.29
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Onions,173,KG,actual,Retail,SLL,13637,1.38
2020-11-15,Northern,Bombali,Bombali,1776,9.25,-12.16,vegetables and fruits,Potato Leaves,809,KG,actual,Retail,SLL,2083,0.21
2020-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Cassava,68,KG,actual,Retail,SLL,2727,0.28
2020-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Cassava meal (gari),403,KG,actual,Retail,SLL,2273,0.23
2020-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Maize,51,KG,actual,Retail,SLL,7143,0.72
2020-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLL,8000,0.81
2020-11-15,Northern,Koinadugu,Koinadugu,1773,9.52,-11.36,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,SLL,48889,4.93
